geo_accession,title,status,submission_date,last_update_date,type,channel_count,source_name_ch1,organism_ch1,taxid_ch1,characteristics_ch1,treatment_protocol_ch1,molecule_ch1,extract_protocol_ch1,description,data_processing,platform_id,contact_name,contact_email,contact_institute,contact_address,contact_city,contact_zip/postal_code,contact_country,instrument_model,library_selection,library_source,library_strategy,relation,supplementary_file_1,series_id,data_row_count
GSM3496357,AB2912,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 143,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2912,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500549,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496357/suppl/GSM3496357_AB2912.txt.gz,GSE123139,0
GSM3496358,AB2913,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 144,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2913,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500548,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496358/suppl/GSM3496358_AB2913.txt.gz,GSE123139,0
GSM3496359,AB2914,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 147,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2914,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500547,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496359/suppl/GSM3496359_AB2914.txt.gz,GSE123139,0
GSM3496360,AB2915,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 155,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2915,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500546,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496360/suppl/GSM3496360_AB2915.txt.gz,GSE123139,0
GSM3496361,AB2916,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 156,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2916,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500545,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496361/suppl/GSM3496361_AB2916.txt.gz,GSE123139,0
GSM3496362,AB2917,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 157,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2917,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500544,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496362/suppl/GSM3496362_AB2917.txt.gz,GSE123139,0
GSM3496363,AB2918,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 158,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2918,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500543,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496363/suppl/GSM3496363_AB2918.txt.gz,GSE123139,0
GSM3496364,AB2919,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 159,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2919,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500542,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496364/suppl/GSM3496364_AB2919.txt.gz,GSE123139,0
GSM3496365,AB2936,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 162,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2936,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500541,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496365/suppl/GSM3496365_AB2936.txt.gz,GSE123139,0
GSM3496366,AB2989,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 160,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2989,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500540,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496366/suppl/GSM3496366_AB2989.txt.gz,GSE123139,0
GSM3496367,AB2990,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 161,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB2990,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500539,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496367/suppl/GSM3496367_AB2990.txt.gz,GSE123139,0
GSM3496368,AB3078,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 199,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3078,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500538,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496368/suppl/GSM3496368_AB3078.txt.gz,GSE123139,0
GSM3496369,AB3079,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 200,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3079,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500537,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496369/suppl/GSM3496369_AB3079.txt.gz,GSE123139,0
GSM3496370,AB3086,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 184,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3086,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500536,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496370/suppl/GSM3496370_AB3086.txt.gz,GSE123139,0
GSM3496371,AB3087,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 185,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3087,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500535,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496371/suppl/GSM3496371_AB3087.txt.gz,GSE123139,0
GSM3496372,AB3088,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 186,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3088,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500534,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496372/suppl/GSM3496372_AB3088.txt.gz,GSE123139,0
GSM3496373,AB3089,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 187,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3089,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500533,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496373/suppl/GSM3496373_AB3089.txt.gz,GSE123139,0
GSM3496374,AB3090,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 188,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3090,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500532,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496374/suppl/GSM3496374_AB3090.txt.gz,GSE123139,0
GSM3496375,AB3091,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 189,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3091,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500475,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496375/suppl/GSM3496375_AB3091.txt.gz,GSE123139,0
GSM3496376,AB3092,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 190,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3092,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500504,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496376/suppl/GSM3496376_AB3092.txt.gz,GSE123139,0
GSM3496377,AB3093,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 191,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3093,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500502,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496377/suppl/GSM3496377_AB3093.txt.gz,GSE123139,0
GSM3496378,AB3094,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 196,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3094,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500501,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496378/suppl/GSM3496378_AB3094.txt.gz,GSE123139,0
GSM3496379,AB3095,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 197,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3095,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500500,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496379/suppl/GSM3496379_AB3095.txt.gz,GSE123139,0
GSM3496380,AB3096,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 198,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3096,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500498,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496380/suppl/GSM3496380_AB3096.txt.gz,GSE123139,0
GSM3496381,AB3274,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 123,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3274,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500497,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496381/suppl/GSM3496381_AB3274.txt.gz,GSE123139,0
GSM3496382,AB3275,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 126,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3275,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500496,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496382/suppl/GSM3496382_AB3275.txt.gz,GSE123139,0
GSM3496383,AB3276,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 127,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3276,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500493,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496383/suppl/GSM3496383_AB3276.txt.gz,GSE123139,0
GSM3496384,AB3277,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 239,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3277,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500492,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496384/suppl/GSM3496384_AB3277.txt.gz,GSE123139,0
GSM3496385,AB3278,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 240,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3278,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500489,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496385/suppl/GSM3496385_AB3278.txt.gz,GSE123139,0
GSM3496386,AB3279,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 241,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3279,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500487,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496386/suppl/GSM3496386_AB3279.txt.gz,GSE123139,0
GSM3496387,AB3280,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 242,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3280,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500485,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496387/suppl/GSM3496387_AB3280.txt.gz,GSE123139,0
GSM3496388,AB3281,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 243,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3281,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500483,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496388/suppl/GSM3496388_AB3281.txt.gz,GSE123139,0
GSM3496389,AB3282,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 244,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3282,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500482,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496389/suppl/GSM3496389_AB3282.txt.gz,GSE123139,0
GSM3496390,AB3283,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 245,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3283,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500480,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496390/suppl/GSM3496390_AB3283.txt.gz,GSE123139,0
GSM3496391,AB3284,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 246,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3284,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500478,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496391/suppl/GSM3496391_AB3284.txt.gz,GSE123139,0
GSM3496392,AB3718,Public on Dec 27 2018,Nov 29 2018,Dec 27 2018,SRA,1,Immune cells sorted from melanoma tumors,Homo sapiens,9606,plate id: 247,All samples were dissected from patients and digested into single cell suspension,polyA RNA,Cells were digested to form a single cell suspension and FACS sorted into capture plates,Amp batch AB3718,bcl2fastq/2.15.0.4,GPL18573,"Yaniv,,Lubling",yaniv.lubling@weizmann.ac.il,Weizmann Institute of Science,POB 26,Rehovot,76100,Israel,Illumina NextSeq 500,cDNA,transcriptomic,RNA-Seq,BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN10500477,ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM3496nnn/GSM3496392/suppl/GSM3496392_AB3718.txt.gz,GSE123139,0
